,Premise,Hypothesis,Label,Time Diff,Type,Prem Fixed,Temp Type
6420,日曜日に彼女のgoogleでのインターンシップが始まるでしょう。,月曜日以降彼女のgoogleでのインターンシップが始まるでしょう。,Contradiction,0.1428571428571428,SINGLE_day,True,Forward Future
6421,土曜日に彼女のgoogleでのインターンシップが始まるでしょう。,金曜日以前彼女のgoogleでのインターンシップが始まるでしょう。,Contradiction,0.1428571428571428,SINGLE_day,True,Forward Future
6451,6月以降彼女のgoogleでのインターンシップが始まるでしょう。,1月以前彼女のgoogleでのインターンシップが始まるでしょう。,Contradiction,0.4166666666666667,SINGLE_month,False,Forward Future
6471,1958年以降彼女のgoogleでのインターンシップが始まるでしょう。,1986年以降彼女のgoogleでのインターンシップが始まるでしょう。,Neutral,0.2772277227722772,SINGLE_year,False,Forward Future
6490,午後1時以降彼女のgoogleでのインターンシップが始まるでしょう。,午前7時以前彼女のgoogleでのインターンシップが始まるでしょう。,Contradiction,0.25,SINGLE_day_time_12,False,Forward Future
6571,水曜日以降国が戒厳令を発令するでしょう。,水曜日以前国が戒厳令を発令するでしょう。,Neutral,0.0,SINGLE_day,False,Forward Future
6579,水曜日以降、国が戒厳令を発令するでしょう。,日曜日以前、国が戒厳令を発令するでしょう。,Contradiction,0.4285714285714285,SINGLE_day,False,Backward Future
6606,午後4時に、国が戒厳令を発令するでしょう。,午前8時以降、国が戒厳令を発令するでしょう。,Entailment,0.3333333333333333,SINGLE_day_time_12,True,Backward Future
6669,14時に、この株の価格がピークに達するでしょう。,午後6時以前、この株の価格がピークに達するでしょう。,Entailment,0.125,MULTI_day_time,True,Backward Future
6672,0時以降この株の価格がピークに達するでしょう。,午前7時以降この株の価格がピークに達するでしょう。,Neutral,0.25,MULTI_day_time,False,Forward Future
6708,10月に、この株の価格がピークに達するでしょう。,4月以前、この株の価格がピークに達するでしょう。,Contradiction,0.5,SINGLE_month,True,Backward Future
6711,4月以前この株の価格がピークに達するでしょう。,3月以前この株の価格がピークに達するでしょう。,Neutral,0.0833333333333333,SINGLE_month,False,Forward Future
6720,1921年にこの株の価格がピークに達するでしょう。,1911年以降この株の価格がピークに達するでしょう。,Entailment,0.099009900990099,SINGLE_year,True,Forward Future
6721,1963年にこの株の価格がピークに達するでしょう。,1909年以降この株の価格がピークに達するでしょう。,Entailment,0.5346534653465347,SINGLE_year,True,Forward Future
6791,12日以前この株の価格がピークに達するでしょう。,15日以前この株の価格がピークに達するでしょう。,Entailment,0.1071428571428571,SINGLE_date,False,Forward Future
6803,15時に倒産した会社が大規模なレイオフを実施するでしょう。,午後10時以降倒産した会社が大規模なレイオフを実施するでしょう。,Contradiction,0.25,MULTI_day_time,True,Forward Future
6843,6月に倒産した会社が大規模なレイオフを実施するでしょう。,9月以降倒産した会社が大規模なレイオフを実施するでしょう。,Contradiction,0.25,SINGLE_month,True,Forward Future
6910,7日以前倒産した会社が大規模なレイオフを実施するでしょう。,18日以降倒産した会社が大規模なレイオフを実施するでしょう。,Contradiction,0.3928571428571428,SINGLE_date,False,Forward Future
6933,7時以降政府予算が出るでしょう。,午後7時以前政府予算が出るでしょう。,Neutral,0.4583333333333333,MULTI_day_time,False,Forward Future
6936,午後9時以前、政府予算が出るでしょう。,10時以前、政府予算が出るでしょう。,Neutral,0.4166666666666667,MULTI_day_time,False,Backward Future
6953,日曜日以降政府予算が出るでしょう。,水曜日以前政府予算が出るでしょう。,Neutral,0.4285714285714285,SINGLE_day,False,Forward Future
6989,2000年に、政府予算が出るでしょう。,1934年以降、政府予算が出るでしょう。,Entailment,0.6534653465346535,SINGLE_year,True,Backward Future
6992,1912年以前政府予算が出るでしょう。,1914年以前政府予算が出るでしょう。,Entailment,0.0198019801980198,SINGLE_year,False,Forward Future
6995,1988年以降、政府予算が出るでしょう。,1965年以降、政府予算が出るでしょう。,Entailment,0.2277227722772277,SINGLE_year,False,Backward Future
7031,5時以前政府予算が出るでしょう。,8時以降政府予算が出るでしょう。,Contradiction,0.125,SINGLE_day_time_24,False,Forward Future
7033,14時以降政府予算が出るでしょう。,4時以降政府予算が出るでしょう。,Entailment,0.4166666666666667,SINGLE_day_time_24,False,Forward Future
7058,14日以前、政府予算が出るでしょう。,13日以前、政府予算が出るでしょう。,Neutral,0.0357142857142857,SINGLE_date,False,Backward Future
7105,5月に、その囚人の刑期が終わるでしょう。,6月以降、その囚人の刑期が終わるでしょう。,Contradiction,0.0833333333333333,SINGLE_month,True,Backward Future
7211,6時以前この記事が掲載されるでしょう。,午後2時以前この記事が掲載されるでしょう。,Entailment,0.2916666666666667,MULTI_day_time,False,Forward Future
7248,午前8時に、この記事が掲載されるでしょう。,午前12時以降、この記事が掲載されるでしょう。,Contradiction,0.1666666666666666,SINGLE_day_time_12,True,Backward Future
7458,午前8時以前、マイケルは私の家に到着するでしょう。,午前3時以前、マイケルは私の家に到着するでしょう。,Neutral,0.2083333333333333,SINGLE_day_time_12,False,Backward Future
7491,11日以前マイケルは私の家に到着するでしょう。,18日以前マイケルは私の家に到着するでしょう。,Entailment,0.25,SINGLE_date,False,Forward Future
7497,18日以降、マイケルは私の家に到着するでしょう。,6日以前、マイケルは私の家に到着するでしょう。,Contradiction,0.4285714285714285,SINGLE_date,False,Backward Future
7520,午後5時にフットボールの試合が始まるでしょう。,午前6時以前フットボールの試合が始まるでしょう。,Contradiction,0.4583333333333333,SINGLE_day_time_12,True,Forward Future
7563,午後11時に私の英語の授業が始まるでしょう。,14時以降私の英語の授業が始まるでしょう。,Entailment,0.3333333333333333,MULTI_day_time,True,Forward Future
7573,午後7時以降私の英語の授業が始まるでしょう。,9時以前私の英語の授業が始まるでしょう。,Contradiction,0.375,MULTI_day_time,False,Forward Future
7620,午後10時に私の英語の授業が始まるでしょう。,午後5時以前私の英語の授業が始まるでしょう。,Contradiction,0.2083333333333333,SINGLE_day_time_12,True,Forward Future
7632,午前11時以前私の英語の授業が始まるでしょう。,午後7時以前私の英語の授業が始まるでしょう。,Entailment,0.3333333333333333,SINGLE_day_time_12,False,Forward Future
7643,12時に私の英語の授業が始まるでしょう。,2時以降私の英語の授業が始まるでしょう。,Entailment,0.4166666666666667,SINGLE_day_time_24,True,Forward Future
7645,7時に、私の英語の授業が始まるでしょう。,18時以前、私の英語の授業が始まるでしょう。,Entailment,0.4583333333333333,SINGLE_day_time_24,True,Backward Future
7683,午後10時にコーディング大会が始まるでしょう。,19時以降コーディング大会が始まるでしょう。,Entailment,0.0833333333333333,MULTI_day_time,True,Forward Future
7705,木曜日に、コーディング大会が始まるでしょう。,月曜日以降、コーディング大会が始まるでしょう。,Entailment,0.4285714285714285,SINGLE_day,True,Backward Future
7710,水曜日以降コーディング大会が始まるでしょう。,日曜日以降コーディング大会が始まるでしょう。,Entailment,0.4285714285714285,SINGLE_day,False,Forward Future
7732,午前10時以降コーディング大会が始まるでしょう。,午後1時以前コーディング大会が始まるでしょう。,Neutral,0.125,SINGLE_day_time_12,False,Forward Future
7854,午前5時以前私はオフィスでの休暇を開始するでしょう。,8時以前私はオフィスでの休暇を開始するでしょう。,Entailment,0.1666666666666666,MULTI_day_time,False,Forward Future
7925,9時に、私はオフィスでの休暇を開始するでしょう。,11時以降、私はオフィスでの休暇を開始するでしょう。,Contradiction,0.0833333333333333,SINGLE_day_time_24,True,Backward Future
7976,水曜日以降、私は長期休暇を利用して旅立つでしょう。,月曜日以降、私は長期休暇を利用して旅立つでしょう。,Entailment,0.2857142857142857,SINGLE_day,False,Backward Future
7988,2月に、私は長期休暇を利用して旅立つでしょう。,7月以前、私は長期休暇を利用して旅立つでしょう。,Entailment,0.4166666666666667,SINGLE_month,True,Backward Future
8083,1日に春学期が始まるでしょう。,15日以前春学期が始まるでしょう。,Entailment,0.5,SINGLE_date,True,Forward Future
8092,27日以降春学期が始まるでしょう。,28日以前春学期が始まるでしょう。,Neutral,0.0357142857142857,SINGLE_date,False,Forward Future
8155,4月以降、私はMSアプリケーションに着手するでしょう。,1月以前、私はMSアプリケーションに着手するでしょう。,Contradiction,0.25,SINGLE_month,False,Backward Future
8160,午前6時に私はMSアプリケーションに着手するでしょう。,午後1時以前私はMSアプリケーションに着手するでしょう。,Entailment,0.2916666666666667,SINGLE_day_time_12,True,Forward Future
8191,12時以前私はMSアプリケーションに着手するでしょう。,6時以前私はMSアプリケーションに着手するでしょう。,Neutral,0.25,SINGLE_day_time_24,False,Forward Future
8238,木曜日以前、戦争が始まるでしょう。,月曜日以降、戦争が始まるでしょう。,Neutral,0.4285714285714285,SINGLE_day,False,Backward Future
8318,4月以降、その国は独裁国家となるでしょう。,3月以前、その国は独裁国家となるでしょう。,Contradiction,0.0833333333333333,SINGLE_month,False,Backward Future
8417,午前2時以降、メアリーのパーティーが始まるでしょう。,10時以前、メアリーのパーティーが始まるでしょう。,Neutral,0.375,MULTI_day_time,False,Backward Future
8488,水曜日に、サーバーがバックアップされるでしょう。,日曜日以前、サーバーがバックアップされるでしょう。,Contradiction,0.4285714285714285,SINGLE_day,True,Backward Future
8563,午後4時に夕食の準備ができるでしょう。,22時以降夕食の準備ができるでしょう。,Contradiction,0.2916666666666667,MULTI_day_time,True,Forward Future
8682,18時に私たちのお気に入りの朝食レストランが開店するでしょう。,6時以前私たちのお気に入りの朝食レストランが開店するでしょう。,Contradiction,0.5,SINGLE_day_time_24,True,Forward Future
8707,6日に、私たちのお気に入りの朝食レストランが開店するでしょう。,4日以前、私たちのお気に入りの朝食レストランが開店するでしょう。,Contradiction,0.0714285714285714,SINGLE_date,True,Backward Future
8777,午後10時以前、大統領がスピーチをするでしょう。,午後4時以降、大統領がスピーチをするでしょう。,Neutral,0.25,SINGLE_day_time_12,False,Backward Future
8818,27日以前、大統領がスピーチをするでしょう。,28日以前、大統領がスピーチをするでしょう。,Entailment,0.0357142857142857,SINGLE_date,False,Backward Future
8850,月曜日以前公園が開くでしょう。,木曜日以前公園が開くでしょう。,Entailment,0.4285714285714285,SINGLE_day,False,Forward Future
8870,6月以降公園が開くでしょう。,5月以降公園が開くでしょう。,Entailment,0.0833333333333333,SINGLE_month,False,Forward Future
8899,午前8時以前、公園が開くでしょう。,午後2時以降、公園が開くでしょう。,Contradiction,0.25,SINGLE_day_time_12,False,Backward Future
8936,20日以降、公園が開くでしょう。,11日以降、公園が開くでしょう。,Entailment,0.3214285714285714,SINGLE_date,False,Backward Future
8954,土曜日以降バスケットボールのシーズンが終わるでしょう。,木曜日以前バスケットボールのシーズンが終わるでしょう。,Contradiction,0.2857142857142857,SINGLE_day,False,Forward Future
8957,金曜日以前、バスケットボールのシーズンが終わるでしょう。,木曜日以降、バスケットボールのシーズンが終わるでしょう。,Neutral,0.1428571428571428,SINGLE_day,False,Backward Future
8976,6月以降、バスケットボールのシーズンが終わるでしょう。,1月以降、バスケットボールのシーズンが終わるでしょう。,Entailment,0.4166666666666667,SINGLE_month,False,Backward Future
9000,6月に私たちは野外コンサートに参加するようになるでしょう。,8月以前私たちは野外コンサートに参加するようになるでしょう。,Entailment,0.1666666666666666,SINGLE_month,True,Forward Future
9003,8月に私たちは野外コンサートに参加するようになるでしょう。,3月以前私たちは野外コンサートに参加するようになるでしょう。,Contradiction,0.4166666666666667,SINGLE_month,True,Forward Future
9038,午前10時以前、最終的な成績の提出期限です。,13時以降、最終的な成績の提出期限です。,Contradiction,0.1666666666666666,MULTI_day_time,False,Backward Future
9150,2月以前ケンドリックのアルバムが発売されるでしょう。,5月以降ケンドリックのアルバムが発売されるでしょう。,Contradiction,0.25,SINGLE_month,False,Forward Future
9156,7月以前、ケンドリックのアルバムが発売されるでしょう。,9月以前、ケンドリックのアルバムが発売されるでしょう。,Entailment,0.1666666666666666,SINGLE_month,False,Backward Future
9169,1937年に、ケンドリックのアルバムが発売されるでしょう。,1916年以降、ケンドリックのアルバムが発売されるでしょう。,Entailment,0.2079207920792079,SINGLE_year,True,Backward Future
9175,1911年以降、ケンドリックのアルバムが発売されるでしょう。,1993年以降、ケンドリックのアルバムが発売されるでしょう。,Neutral,0.8118811881188119,SINGLE_year,False,Backward Future
9195,3日以降、ケンドリックのアルバムが発売されるでしょう。,9日以前、ケンドリックのアルバムが発売されるでしょう。,Neutral,0.2142857142857142,SINGLE_date,False,Backward Future
9204,金曜日に大統領選挙が行われるでしょう。,水曜日以降大統領選挙が行われるでしょう。,Entailment,0.2857142857142857,SINGLE_day,True,Forward Future
9217,土曜日以降、大統領選挙が行われるでしょう。,木曜日以降、大統領選挙が行われるでしょう。,Entailment,0.2857142857142857,SINGLE_day,False,Backward Future
9253,1942年以降大統領選挙が行われるでしょう。,1908年以前大統領選挙が行われるでしょう。,Contradiction,0.3366336633663366,SINGLE_year,False,Forward Future
9290,午前7時以降大家さんが家賃を徴収するでしょう。,0時以前大家さんが家賃を徴収するでしょう。,Contradiction,0.25,MULTI_day_time,False,Forward Future
9353,2時以前大家さんが家賃を徴収するでしょう。,10時以前大家さんが家賃を徴収するでしょう。,Entailment,0.3333333333333333,SINGLE_day_time_24,False,Forward Future
9371,16日以降大家さんが家賃を徴収するでしょう。,13日以前大家さんが家賃を徴収するでしょう。,Contradiction,0.1071428571428571,SINGLE_date,False,Forward Future
9443,8時に私たちは自転車に乗るでしょう。,9時以前私たちは自転車に乗るでしょう。,Entailment,0.0416666666666666,SINGLE_day_time_24,True,Forward Future
9457,22時以降、私たちは自転車に乗るでしょう。,19時以前、私たちは自転車に乗るでしょう。,Contradiction,0.125,SINGLE_day_time_24,False,Backward Future
9506,12月に、Appleは新しいiPhoneを発売するでしょう。,10月以降、Appleは新しいiPhoneを発売するでしょう。,Entailment,0.1666666666666666,SINGLE_month,True,Backward Future
9514,2月以降Appleは新しいiPhoneを発売するでしょう。,8月以前Appleは新しいiPhoneを発売するでしょう。,Neutral,0.5,SINGLE_month,False,Forward Future
9521,5日にAppleは新しいiPhoneを発売するでしょう。,4日以降Appleは新しいiPhoneを発売するでしょう。,Entailment,0.0357142857142857,SINGLE_date,True,Forward Future
9606,5時に、診察の予定が入っている。,午後4時以前、診察の予定が入っている。,Entailment,0.4166666666666667,MULTI_day_time,True,Backward Future
9667,8時に、診察の予定が入っている。,20時以前、診察の予定が入っている。,Entailment,0.5,SINGLE_day_time_24,True,Backward Future
9745,1998年8月26日以降私たちはディズニーランドに行った。,1913年4月8日以前私たちはディズニーランドに行った。,Contradiction,0.8415841584158416,DATE_DMY,False,Forward Past
9805,1961年11月以前マイケルは家を買った。,1991年8月以前マイケルは家を買った。,Entailment,0.297029702970297,DATE_MY,False,Forward Past
9818,1911年8月以降、マイケルは家を買った。,1934年6月以前、マイケルは家を買った。,Neutral,0.2277227722772277,DATE_MY,False,Backward Past
9860,1968年1月20日にトラが最後に目撃された。,1977年1月21日以降トラが最後に目撃された。,Contradiction,0.0891089108910891,DATE_DMY,True,Forward Past
9875,1995年9月20日以降、トラが最後に目撃された。,1904年5月11日以降、トラが最後に目撃された。,Entailment,0.900990099009901,DATE_DMY,False,Backward Past
9902,1914年12月15日に彼は仕事を辞めた。,1925年3月17日以前彼は仕事を辞めた。,Entailment,0.1089108910891089,DATE_DMY,True,Forward Past
9914,1914年9月27日に、彼は仕事を辞めた。,1981年4月14日以前、彼は仕事を辞めた。,Entailment,0.6633663366336634,DATE_DMY,True,Backward Past
9940,1966年2月1日に会議が開催された。,1962年3月12日以前会議が開催された。,Contradiction,0.0396039603960396,DATE_DMY,True,Forward Past
9958,1959年3月23日以前、会議が開催された。,1976年2月14日以前、会議が開催された。,Entailment,0.1683168316831683,DATE_DMY,False,Backward Past
10050,1952年3月に、津波が海岸を襲った。,1978年2月以前、津波が海岸を襲った。,Entailment,0.2574257425742574,DATE_MY,True,Backward Past
10088,1938年1月以降このチームはワールドカップで優勝した。,1935年10月以前このチームはワールドカップで優勝した。,Contradiction,0.0297029702970297,DATE_MY,False,Forward Past
10099,1919年9月以降、このチームはワールドカップで優勝した。,1913年8月以前、このチームはワールドカップで優勝した。,Contradiction,0.0594059405940594,DATE_MY,False,Backward Past
10162,1997年2月にこの株の価格がピークに達した。,1972年10月以前この株の価格がピークに達した。,Contradiction,0.2475247524752475,DATE_MY,True,Forward Past
10217,1911年7月以降、倒産した会社が大規模なレイオフを実施した。,1940年7月以降、倒産した会社が大規模なレイオフを実施した。,Neutral,0.2871287128712871,DATE_MY,False,Backward Past
10227,1909年4月28日以前政府予算が出た。,1978年1月26日以前政府予算が出た。,Entailment,0.6831683168316832,DATE_DMY,False,Forward Past
10243,1961年9月に政府予算が出た。,1953年11月以降政府予算が出た。,Entailment,0.0792079207920792,DATE_MY,True,Forward Past
10247,1991年10月以前政府予算が出た。,1907年8月以降政府予算が出た。,Neutral,0.8316831683168316,DATE_MY,False,Forward Past
10250,1976年1月に、政府予算が出た。,1912年10月以前、政府予算が出た。,Contradiction,0.6336633663366337,DATE_MY,True,Backward Past
10271,1947年1月13日に、その囚人の刑期が終わった。,1938年11月3日以前、その囚人の刑期が終わった。,Contradiction,0.0891089108910891,DATE_DMY,True,Backward Past
10319,1915年3月4日以降、この記事が掲載された。,1927年10月23日以降、この記事が掲載された。,Neutral,0.1188118811881188,DATE_DMY,False,Backward Past
10336,1994年8月以降、この記事が掲載された。,1990年9月以降、この記事が掲載された。,Entailment,0.0396039603960396,DATE_MY,False,Backward Past
10345,1972年9月27日以降私はこの写真をインスタグラムに投稿した。,1906年2月7日以前私はこの写真をインスタグラムに投稿した。,Contradiction,0.6534653465346535,DATE_DMY,False,Forward Past
10363,1902年3月に私はこの写真をインスタグラムに投稿した。,1956年8月以降私はこの写真をインスタグラムに投稿した。,Contradiction,0.5346534653465347,DATE_MY,True,Forward Past
10426,1945年9月4日以降私の祖父が生まれた。,1943年3月19日以降私の祖父が生まれた。,Entailment,0.0198019801980198,DATE_DMY,False,Forward Past
10432,1989年5月17日に、私の祖父が生まれた。,1970年2月21日以前、私の祖父が生まれた。,Contradiction,0.1881188118811881,DATE_DMY,True,Backward Past
10446,1954年9月以降私の祖父が生まれた。,1935年4月以前私の祖父が生まれた。,Contradiction,0.1881188118811881,DATE_MY,False,Forward Past
10489,1996年9月以降その国は独裁国家となった。,1952年8月以降その国は独裁国家となった。,Entailment,0.4356435643564356,DATE_MY,False,Forward Past
10521,1918年5月にパンデミックが始まった。,1943年5月以前パンデミックが始まった。,Entailment,0.2475247524752475,DATE_MY,True,Forward Past
10540,1911年3月8日に私たちのお気に入りの朝食レストランが開店した。,1990年6月6日以前私たちのお気に入りの朝食レストランが開店した。,Entailment,0.7821782178217822,DATE_DMY,True,Forward Past
10576,1995年4月以降、私たちのお気に入りの朝食レストランが開店した。,1938年6月以降、私たちのお気に入りの朝食レストランが開店した。,Entailment,0.5643564356435643,DATE_MY,False,Backward Past
10594,1918年2月11日に、公園が開いた。,1916年11月27日以降、公園が開いた。,Entailment,0.0198019801980198,DATE_DMY,True,Backward Past
10597,1945年8月17日以降、公園が開いた。,1972年9月7日以前、公園が開いた。,Neutral,0.2673267326732673,DATE_DMY,False,Backward Past
10606,1997年10月以前公園が開いた。,1976年3月以降公園が開いた。,Neutral,0.2079207920792079,DATE_MY,False,Forward Past
10611,1955年6月に、公園が開いた。,1981年4月以前、公園が開いた。,Entailment,0.2574257425742574,DATE_MY,True,Backward Past
10613,1932年9月に、公園が開いた。,1980年8月以降、公園が開いた。,Contradiction,0.4752475247524752,DATE_MY,True,Backward Past
10655,1990年11月以降、私たちは野外コンサートに参加するようになった。,1948年4月以前、私たちは野外コンサートに参加するようになった。,Contradiction,0.4158415841584158,DATE_MY,False,Backward Past
10668,1990年2月11日以前ケンドリックのアルバムが発売された。,1975年11月4日以前ケンドリックのアルバムが発売された。,Neutral,0.1485148514851485,DATE_DMY,False,Forward Past
10678,1948年3月28日以降、ケンドリックのアルバムが発売された。,1936年1月14日以前、ケンドリックのアルバムが発売された。,Contradiction,0.1188118811881188,DATE_DMY,False,Backward Past
10706,1991年12月24日以前大統領選挙が行われた。,1928年6月1日以降大統領選挙が行われた。,Neutral,0.6237623762376238,DATE_DMY,False,Forward Past
10716,1948年1月5日以降、大統領選挙が行われた。,1928年6月1日以前、大統領選挙が行われた。,Contradiction,0.198019801980198,DATE_DMY,False,Backward Past
10747,1944年11月10日以降彼らは結婚するでしょう。,1933年2月10日以前彼らは結婚するでしょう。,Contradiction,0.1089108910891089,DATE_DMY,False,Forward Future
10750,1902年9月12日に、彼らは結婚するでしょう。,1945年12月15日以降、彼らは結婚するでしょう。,Contradiction,0.4257425742574257,DATE_DMY,True,Backward Future
10755,1919年3月6日以前、彼らは結婚するでしょう。,1963年11月5日以降、彼らは結婚するでしょう。,Contradiction,0.4356435643564356,DATE_DMY,False,Backward Future
10756,1935年6月9日以前、彼らは結婚するでしょう。,1907年4月27日以前、彼らは結婚するでしょう。,Neutral,0.2772277227722772,DATE_DMY,False,Backward Future
10805,1987年4月以降私たちはディズニーランドに行くでしょう。,1975年12月以前私たちはディズニーランドに行くでしょう。,Contradiction,0.1188118811881188,DATE_MY,False,Forward Future
10811,1908年6月に、私たちはディズニーランドに行くでしょう。,1918年9月以前、私たちはディズニーランドに行くでしょう。,Entailment,0.099009900990099,DATE_MY,True,Backward Future
10835,1918年3月11日以前、マイケルは家を買うでしょう。,1955年11月26日以降、マイケルは家を買うでしょう。,Contradiction,0.3663366336633663,DATE_DMY,False,Backward Future
10839,1966年11月18日以前、マイケルは家を買うでしょう。,1915年1月11日以降、マイケルは家を買うでしょう。,Neutral,0.504950495049505,DATE_DMY,False,Backward Future
10845,1906年4月以降マイケルは家を買うでしょう。,1902年6月以降マイケルは家を買うでしょう。,Entailment,0.0396039603960396,DATE_MY,False,Forward Future
10848,1908年1月以前マイケルは家を買うでしょう。,1922年11月以降マイケルは家を買うでしょう。,Contradiction,0.1386138613861386,DATE_MY,False,Forward Future
10867,1956年5月28日以降リリーは飛行機でニューヨークに行くでしょう。,1968年2月11日以降リリーは飛行機でニューヨークに行くでしょう。,Neutral,0.1188118811881188,DATE_DMY,False,Forward Future
10870,1957年2月22日に、リリーは飛行機でニューヨークに行くでしょう。,1914年8月17日以降、リリーは飛行機でニューヨークに行くでしょう。,Entailment,0.4257425742574257,DATE_DMY,True,Backward Future
10896,1933年3月以前、リリーは飛行機でニューヨークに行くでしょう。,1998年8月以前、リリーは飛行機でニューヨークに行くでしょう。,Entailment,0.6435643564356436,DATE_MY,False,Backward Future
10899,2000年12月以降、リリーは飛行機でニューヨークに行くでしょう。,1987年8月以前、リリーは飛行機でニューヨークに行くでしょう。,Contradiction,0.1287128712871287,DATE_MY,False,Backward Future
10918,1995年3月24日以降、会議が開催されるでしょう。,1940年10月16日以降、会議が開催されるでしょう。,Entailment,0.5445544554455446,DATE_DMY,False,Backward Future
10948,1942年4月10日以降このチームはワールドカップで優勝するでしょう。,1913年10月14日以前このチームはワールドカップで優勝するでしょう。,Contradiction,0.2871287128712871,DATE_DMY,False,Forward Future
10950,1989年1月20日に、このチームはワールドカップで優勝するでしょう。,1986年2月25日以前、このチームはワールドカップで優勝するでしょう。,Contradiction,0.0297029702970297,DATE_DMY,True,Backward Future
10975,1905年6月以降、このチームはワールドカップで優勝するでしょう。,1913年11月以前、このチームはワールドカップで優勝するでしょう。,Neutral,0.0792079207920792,DATE_MY,False,Backward Future
10979,1988年1月以降、このチームはワールドカップで優勝するでしょう。,1988年7月以降、このチームはワールドカップで優勝するでしょう。,Neutral,0.5,DATE_MY,False,Backward Future
11026,1922年3月14日以前この株の価格がピークに達するでしょう。,1999年5月23日以前この株の価格がピークに達するでしょう。,Entailment,0.7623762376237624,DATE_DMY,False,Forward Future
11043,1901年9月にこの株の価格がピークに達するでしょう。,1934年7月以前この株の価格がピークに達するでしょう。,Entailment,0.3267326732673267,DATE_MY,True,Forward Future
11047,1992年2月以降この株の価格がピークに達するでしょう。,1925年5月以降この株の価格がピークに達するでしょう。,Entailment,0.6633663366336634,DATE_MY,False,Forward Future
11050,1906年9月に、この株の価格がピークに達するでしょう。,1965年8月以降、この株の価格がピークに達するでしょう。,Contradiction,0.5841584158415841,DATE_MY,True,Backward Future
11051,1914年11月に、この株の価格がピークに達するでしょう。,1953年4月以前、この株の価格がピークに達するでしょう。,Entailment,0.3861386138613861,DATE_MY,True,Backward Future
11058,1948年8月以降、この株の価格がピークに達するでしょう。,1946年10月以降、この株の価格がピークに達するでしょう。,Entailment,0.0198019801980198,DATE_MY,False,Backward Future
11059,1929年7月以前、この株の価格がピークに達するでしょう。,1936年11月以降、この株の価格がピークに達するでしょう。,Contradiction,0.0693069306930693,DATE_MY,False,Backward Future
11068,1904年1月9日以前政府予算が出るでしょう。,1953年9月9日以前政府予算が出るでしょう。,Entailment,0.4851485148514851,DATE_DMY,False,Forward Future
11102,1997年11月16日にその囚人の刑期が終わるでしょう。,1998年9月18日以前その囚人の刑期が終わるでしょう。,Entailment,0.0099009900990099,DATE_DMY,True,Forward Future
11103,1940年9月25日にその囚人の刑期が終わるでしょう。,1966年8月22日以降その囚人の刑期が終わるでしょう。,Contradiction,0.2574257425742574,DATE_DMY,True,Forward Future
11113,1962年4月4日に、その囚人の刑期が終わるでしょう。,1928年9月19日以降、その囚人の刑期が終わるでしょう。,Entailment,0.3366336633663366,DATE_DMY,True,Backward Future
11119,1902年12月17日以前、その囚人の刑期が終わるでしょう。,1985年5月12日以前、その囚人の刑期が終わるでしょう。,Entailment,0.8217821782178217,DATE_DMY,False,Backward Future
11123,1910年11月にその囚人の刑期が終わるでしょう。,1909年7月以前その囚人の刑期が終わるでしょう。,Contradiction,0.0099009900990099,DATE_MY,True,Forward Future
11140,1937年4月22日にケンドリックのアルバムが発売されるでしょう。,1996年1月19日以降ケンドリックのアルバムが発売されるでしょう。,Contradiction,0.5841584158415841,DATE_DMY,True,Forward Future
11145,1953年9月24日以前ケンドリックのアルバムが発売されるでしょう。,1904年2月13日以降ケンドリックのアルバムが発売されるでしょう。,Neutral,0.4851485148514851,DATE_DMY,False,Forward Future
11164,1978年3月にケンドリックのアルバムが発売されるでしょう。,1916年12月以前ケンドリックのアルバムが発売されるでしょう。,Contradiction,0.6138613861386139,DATE_MY,True,Forward Future
11168,1971年11月以前ケンドリックのアルバムが発売されるでしょう。,1939年11月以降ケンドリックのアルバムが発売されるでしょう。,Neutral,0.3168316831683168,DATE_MY,False,Forward Future
11184,1986年3月13日に大統領選挙が行われるでしょう。,1971年11月16日以降大統領選挙が行われるでしょう。,Entailment,0.1485148514851485,DATE_DMY,True,Forward Future
11204,1981年9月に大統領選挙が行われるでしょう。,1994年5月以前大統領選挙が行われるでしょう。,Entailment,0.1287128712871287,DATE_MY,True,Forward Future
11208,1909年1月以降大統領選挙が行われるでしょう。,1984年8月以降大統領選挙が行われるでしょう。,Neutral,0.7425742574257426,DATE_MY,False,Forward Future
11213,1928年10月に、大統領選挙が行われるでしょう。,1972年12月以降、大統領選挙が行われるでしょう。,Contradiction,0.4356435643564356,DATE_MY,True,Backward Future
